这次CPU不给力,CPU配置低
CPU，一如既往的联发科，烂,CPU配置低
cpu不给力,CPU配置低
CPU内存配置不高,CPU配置低
652cpu感觉没用红米note3的650玩得顺畅,CPU配置低
CPU还是反应不快,CPU配置低
cpu太低端，垃圾,CPU配置低
CPU运转不给力,CPU配置低
CPU真的烂,CPU配置低
魅族除了cpu不行,CPU配置低
cpu差点,CPU配置低
cpu和摄像头有点水,CPU配置低
CPU处理器稍差点,CPU配置低
cpu始终不够，标的3G实际也就1G的能力，水得很,CPU配置低
CPU垃圾,CPU配置低
联发科cpu太差,CPU配置低
虽然CPU用P10有点小遗憾,CPU配置低
cpu处理器一般,CPU配置低
cpu频率小反应迟钝一点,CPU配置低
cpu和图形处理能力有点差强人意,CPU配置低
cpu不行的,CPU配置低
cpu有点不够用,CPU配置低
CPU频率感觉不是很高,CPU配置低
CPU还是差点,CPU配置低
不过联发科的cpu实在不敢恭维,CPU配置低
cpu体质差,CPU配置低
再说起CPU就更是满满的伤心,CPU配置低
不过联发科的CPU真的渣渣,CPU配置低
唯一的不足是CPU差,CPU配置低
就是感觉反应要慢一点。可能和cpu有关系,CPU配置低
cpu低端了点,CPU配置低
CPU速度慢,CPU配置低
CPU1.4低了点,CPU配置低
 CPU速度就很一般了,CPU配置低
CPU太低了,CPU配置低
感觉cpu一般,CPU配置低
cpu反应慢,CPU配置低
CPU略差一点,CPU配置低
616cpu也不强劲,CPU配置低
cpu超烂,CPU配置低
CPU是三星的，略有点遗憾,CPU配置低
只是cpuP10有点低,CPU配置低
联发科的cpu太烂了,CPU配置低
马马虎虎将就用用，手机发热挺厉害，估计用的联发科的CPU,CPU配置低
CPU低能,CPU配置低
CPU是三星的，有点遗憾,CPU配置低
cpu808感觉处理不够快,CPU配置低
祖传GPU有待提升,CPU配置低
cpu频率小点，反应有点慢,CPU配置低
cpu弱是硬伤,CPU配置低
cpu弱弱弱,CPU配置低
cpu也不如v8,CPU配置低
唯一不足是CPU差了点,CPU配置低
CPU太次了，玩一些较大型的游戏会卡,CPU配置低
什么鬼货，用三星的cpu，真是太无语了,CPU配置低
CPU处理器相对note3要弱,CPU配置低
和桌面的6950x级别cpu差距不小，性能才达到了3%的水准,CPU配置低
唯一不好的是cpu,CPU配置低
cpu不好,CPU配置低
CPU吧说是联发科X25十刻 处理器，但是用起来 ，还没魅族por5的 三星8810Exynos7420好用,CPU配置低
骁龙625CPU真心不行啊,CPU配置低
CPU真的是伤不起615，一下子拉低了档次,CPU配置低
手机cpu版本一般,CPU配置低
低端CPU,CPU配置低
cpu太烂,CPU配置低
cpu不是台积电的，有点遗憾,CPU配置低
CPU（全网通） 高通骁龙410 64位 主频1.2 4核 支持全网通 （中兴V5 max做了屏蔽电信的处理） 运算能力和图像处理还是比较一般的,CPU配置低
高通801的配置在今天已不是豪华配置 CPU性能没能完全应对目前大型游戏,CPU配置低
硬伤是CPU,CPU配置低
CPU配置不高,CPU配置低
cpu性能较差,CPU配置低
CPU不太行,CPU配置低
cpu还是降频的,CPU配置低
一星给821CPU,CPU配置低
CPU会略逊点,CPU配置低
"可不要联发科的CPU,忒垃圾了吧",CPU配置低
cpu不太好,CPU配置低
CPU不给力,CPU配置低
如果再配上高通的CPU或许会获得更多人青睐。,CPU配置低
CPU不够强力,CPU配置低
可惜所用的cpu不是820，哪怕810也好。用起来反应有点慢,CPU配置低
CPU性能比起高通820来说，要差些,CPU配置低
CPU配置虽然差点,CPU配置低
CPU一般,CPU配置低
CPU反应就慢了,CPU配置低
cpu不太给力,CPU配置低
cpu还是不够强劲,CPU配置低
cpu1.5真的不怎么够跑大游戏,CPU配置低
CPU性能不强,CPU配置低
CPU配置太低,CPU配置低
但是CPU还是让我比较不爽,CPU配置低
CPU差,CPU配置低
CPU功能可能逊于米4C,CPU配置低
不晓得是不是缩水内存和cpu,CPU配置低
CPU真真的是渣渣,CPU配置低
cpu弱鸡,CPU配置低
CPU应该是过时的货，低端配置,CPU配置低
CPU渣得不行,CPU配置低
这手机的CPU 打个王者荣耀 卡出翔,CPU配置低
cpu差劲,CPU配置低
CPU缩水,CPU配置低
八核cpu,CPU配置低
cpu有待提高,CPU配置低
cpu处理可能不能满足玩大型网游的要求,CPU配置低
cpu太差了反应好慢,CPU配置低
接收Wi-Fi信号强,Wi-Fi信号强
WiFi网速稳定,Wi-Fi信号强
我的机子wifi信号特别强,Wi-Fi信号强
信号强度很稳定，WIFI信号接受快很多,Wi-Fi信号强
WiFi信号也强,Wi-Fi信号强
wifi信号也同样的好,Wi-Fi信号强
WIFI、蓝牙信号很好,Wi-Fi信号强
wifi的信号好,Wi-Fi信号强
wifi信号不错,Wi-Fi信号强
WiFi信号强,Wi-Fi信号强
wifi接收能力也很强,Wi-Fi信号强
WIFI信号感觉比三星手机的要好,Wi-Fi信号强
接受WIFI时信号也很强,Wi-Fi信号强
信号接收WiFi很快,Wi-Fi信号强
小米手机wifi信号快是出了名的,Wi-Fi信号强
WIFI的信号强度也很好,Wi-Fi信号强
，WIFI信号强,Wi-Fi信号强
WIFI信号连接很好,Wi-Fi信号强
wifi信号稳定,Wi-Fi信号强
